id,title,original_title,status,release_date,company,revenue,budget,adult,belongs_to_collection,original_language,popularity,country,runtime,spoken_languages,tagline,video,vote_average,vote_count
174,Star Trek VI: The Undiscovered Country,Star Trek VI: The Undiscovered Country,Released,1991-12-05,Paramount Pictures,96900000.0,27000000,False,True,en,5.90057,US,113.0,1,The battle for peace has begun.,False,6.7,421.0
172,Star Trek V: The Final Frontier,Star Trek V: The Final Frontier,Released,1989-06-09,PolyGram Filmed Entertainment,70200000.0,30000000,False,True,en,12.308007,FR,107.0,1,Adventure and imagination will meet at the final frontier.,False,5.6,384.0
154,Star Trek II: The Wrath of Khan,Star Trek II: The Wrath of Khan,Released,1982-06-03,Warner Bros.,96800000.0,12000000,False,True,en,7.160236,IS,113.0,1,At the end of the universe lies the beginning of vengeance.,False,7.3,688.0
157,Star Trek III: The Search for Spock,Star Trek III: The Search for Spock,Released,1984-05-31,Twentieth Century Fox Film Corporation,87000000.0,18000000,False,True,en,6.197298,GB,105.0,2,A dying planet. A fight for life.,False,6.4,443.0
168,Star Trek IV: The Voyage Home,Star Trek IV: The Voyage Home,Released,1986-11-25,Morgan Creek Productions,133000000.0,24000000,False,True,en,12.596956,US,119.0,2,The key to saving the future can only be found in the past.,False,6.9,490.0
364,Batman Returns,Batman Returns,Released,1992-06-19,Paramount Pictures,280000000.0,80000000,False,True,en,15.001681,US,126.0,1,"The Bat, the Cat, the Penguin.",False,6.6,1706.0
11967,Young Guns,Young Guns,Released,1988-08-12,Robert Stigwood Organization (RSO),44726644.0,13000000,False,True,en,9.905174,US,107.0,1,Six reasons why the west was wild.,False,6.6,262.0
621,Grease,Grease,Released,1978-07-07,Twentieth Century Fox Film Corporation,181813770.0,6000000,False,True,en,7.8548990000000005,US,110.0,1,Grease is the word,False,7.2,1633.0
9037,Grease 2,Grease 2,Released,1982-06-11,Steamroller Productions,15171476.0,13200000,False,True,en,14.202364000000001,US,115.0,1,The Music and Feeling go on Forever.,False,4.9,185.0
10173,Marked for Death,Marked for Death,Released,1990-10-05,Victor & Grais Productions,46044400.0,12000000,False,False,en,5.845712000000001,US,94.0,1,He's a good cop. In a bad mood.,False,5.6,100.0
8845,Under Siege,Under Siege,Released,1992-10-08,Canal+,156563139.0,35000000,False,True,en,9.918269,US,103.0,1,It's not a job... It's an Adventure!,False,6.1,405.0
578,Jaws,Jaws,Released,1975-06-18,Universal Pictures,470654000.0,7000000,False,True,en,19.726114000000003,US,124.0,1,Don't go in the water.,False,7.5,2628.0
579,Jaws 2,Jaws 2,Released,1978-06-16,Zanuck/Brown Productions,187884007.0,20000000,False,True,en,11.21306,US,116.0,1,Just when you thought it was safe to go back in the water...,False,5.9,412.0
17692,Jaws 3-D,Jaws 3-D,Released,1983-03-16,Universal Pictures,87987055.0,20500000,False,True,en,16.603041,US,99.0,1,A deadly new attraction.,False,4.2,266.0
75,Mars Attacks!,Mars Attacks!,Released,1996-12-12,Alan Landsburg Productions,101371017.0,70000000,False,False,en,15.63424,US,106.0,2,Nice planet. We'll take it!,False,6.1,1544.0
13891,Citizen Ruth,Citizen Ruth,Released,1996-12-13,MCA  Theatricals,153155.0,3000000,False,False,en,2.225234,US,104.0,1,"Life, liberty, money and the pursuit of happiness. She's gotta have it.",False,6.8,27.0
9390,Jerry Maguire,Jerry Maguire,Released,1996-12-06,Tim Burton Productions,273552592.0,50000000,False,False,en,11.807601,US,139.0,2,Everybody loved him... Everybody disappeared.,False,6.7,941.0
378,Raising Arizona,Raising Arizona,Released,1987-03-01,Miramax Films,29180280.0,6000000,False,False,en,14.011415,US,94.0,1,Their lawless years are behind them. Their child-rearing years lay ahead...,False,7.2,548.0
2322,Sneakers,Sneakers,Released,1992-09-09,Gracie Films,105232691.0,0,False,False,en,7.207325,US,126.0,3,"We could tell you what it's about. But then, of course, we'd have to kill you.",False,6.7,301.0
9819,Marvin's Room,Marvin's Room,Released,1996-12-18,Circle Films,12803305.0,23000000,False,False,en,5.307983999999999,US,98.0,2,A story about the years that keep us apart... And the moments that bring us together.,False,6.6,130.0
4232,Scream,Scream,Released,1996-12-20,Dimension Films,173046663.0,14000000,False,True,en,13.326443,US,111.0,1,Someone has taken their love of scary movies one step too far.,False,7.0,1520.0
9361,The Last of the Mohicans,The Last of the Mohicans,Released,1992-09-25,Morgan Creek Productions,75505856.0,40000000,False,False,en,15.228794,US,112.0,2,The first American hero.,False,7.1,747.0
2928,Michael,Michael,Released,1996-12-25,Turner Pictures,119718203.0,0,False,False,en,9.473162,US,105.0,2,He's an angel... Not a saint.,False,5.5,174.0
8818,Evita,Evita,Released,1996-12-14,Regency Enterprises,141047179.0,55000000,False,False,en,6.709803,IE,134.0,2,The Most Anticipated Motion Picture Event of The Year,False,5.9,122.0
36758,The Portrait of a Lady,The Portrait of a Lady,Released,1996-10-18,Kopelson Entertainment,3692836.0,0,False,False,en,4.13905,GB,144.0,2,Based on the Novel by Henry James.,False,6.3,46.0
9415,Murder at 1600,Murder at 1600,Released,1997-04-18,Universal Pictures,25804707.0,0,False,False,en,8.428986,US,107.0,1,This address changes all the rules.,False,5.8,130.0
12145,Fierce Creatures,Fierce Creatures,Released,1997-01-24,Metro-Goldwyn-Mayer (MGM),9381260.0,0,False,False,en,11.036729,GB,93.0,1,Don't pet them.,False,6.0,95.0
34314,Turbulence,Turbulence,Released,1997-01-09,Golden Harvest Company,11466088.0,55000000,False,True,en,5.304043,US,100.0,1,"If you weren't afraid of flying before, you will be now.",False,5.2,63.0
9404,First Strike,警察故事4之簡單任務,Released,1996-02-10,Touchstone Pictures,21890845.0,0,False,True,cn,9.206356,US,107.0,5,They thought they possessed the ultimate weapon. They hadn't counted on Jackie Chan.,False,6.5,101.0
8860,Metro,Metro,Released,1997-01-16,Laurentic Film Productions,31987563.0,55000000,False,False,en,10.519480999999999,JP,117.0,1,San Francisco's top police hostage negotiator is about to get more than he ever bargained for.,False,5.3,136.0
14832,The Cement Garden,The Cement Garden,Released,1993-02-20,Pacific Western,322975.0,0,False,False,en,15.975485,US,105.0,1,Love knows no limits.,False,7.2,23.0
9619,Dante's Peak,Dante's Peak,Released,1997-02-07,Roth-Arnold Productions,178127760.0,116000000,False,False,en,7.240753,CA,108.0,1,The pressure is building...,False,5.8,445.0
4104,Benny & Joon,Benny & Joon,Released,1993-04-16,Universal Pictures,23202734.0,0,False,False,en,10.597116,CA,98.0,2,A romance on the brink of reality.,False,6.9,220.0
26306,Prefontaine,Prefontaine,Released,1997-01-24,The Bubble Factory,589304.0,8000000,False,False,en,2.93818,US,106.0,1,He beat the odds... And became a legend!,False,6.7,21.0
14908,McHale's Navy,McHale's Navy,Released,1997-04-18,Portobello Pictures,4529843.0,0,False,True,en,2.705804,US,108.0,1,He's Under Siege and Out-of-Control.,False,4.4,27.0
784,Kolya,Kolja,Released,1996-05-05,Ceská Televize,5770254.0,0,False,False,cs,13.947867,US,105.0,3,,False,7.5,46.0
28059,SubUrbia,SubUrbia,Released,1996-02-07,The Czech Republic State Fund for Support and Development of Cinematography,656747.0,0,False,False,en,8.67935,FR,121.0,1,,False,6.4,32.0
1968,Fools Rush In,Fools Rush In,Released,1997-02-14,Columbia Pictures,29481428.0,0,False,False,en,6.2855739999999996,US,109.0,1,What if finding the love of your life meant changing the life that you loved?,False,5.8,133.0
66,Absolute Power,Absolute Power,Released,1997-02-14,Castle Rock Entertainment,50068310.0,50000000,False,False,en,7.661239999999999,AU,121.0,2,Corrupts Absolutely.,False,6.4,226.0
11419,Vegas Vacation,Vegas Vacation,Released,1997-02-13,Jerry Weintraub Productions,36400360.0,25000000,False,True,en,9.304901,US,93.0,1,This time the Griswolds are on a roll.,False,6.0,175.0
638,Lost Highway,Lost Highway,Released,1997-01-15,October Films,3675201.0,15000000,False,False,en,8.449722,US,134.0,1,,False,7.5,572.0
25624,Rosewood,Rosewood,Released,1997-02-21,Asymmetrical Productions,13130349.0,30000000,False,False,en,2.899809,IT,140.0,1,"In 1923, a black town in Florida was burned to the ground, its people murdered because of a lie. Some escaped and survived because of the courage and compassion of a few extraordinary people. This film is for them.",False,6.7,31.0
9366,Donnie Brasco,Donnie Brasco,Released,1997-02-27,Lost Highway Productions,41954997.0,35000000,False,False,en,12.201953999999999,ES,127.0,3,Based on a true story.,False,7.4,1175.0
21915,Booty Call,Booty Call,Released,1997-02-26,Warner Bros.,20060051.0,0,False,False,en,2.5436259999999997,US,79.0,1,Some guys will do anything for a little something.,False,5.6,29.0
50091,Boys Life 2,Boys Life 2,Released,1997-03-07,TriStar Pictures,532654.0,0,False,False,en,0.060645000000000004,US,74.0,0,,False,5.0,1.0
28005,Kama Sutra - A Tale of Love,Kama Sutra - A Tale of Love,Released,1996-09-11,Columbia Pictures,4109095.0,3000000,False,False,en,7.124652,US,117.0,1,,False,5.7,36.0
9403,Private Parts,Private Parts,Released,1997-03-07,Stand See,41230799.0,28000000,False,False,en,10.928417,US,109.0,1,Never before has a man done so much with so little.,False,6.7,106.0
10003,The Saint,The Saint,Released,1997-04-03,NDF International,118063304.0,68000000,False,True,en,10.97633,US,116.0,2,Never reveal your name. Never turn your back. Never surrender your heart.,False,5.9,310.0
1624,Liar Liar,Liar Liar,Released,1997-03-21,Rysher Entertainment,302710615.0,45000000,False,False,en,10.102471000000001,US,86.0,1,Trust me.,False,6.4,1456.0
16052,Selena,Selena,Released,1997-03-21,Universal Pictures,60000000.0,20000000,False,False,en,7.390306,US,127.0,2,Discover the true story of one of America's brightest stars... that faded too soon.,False,7.1,115.0
4477,The Devil's Own,The Devil's Own,Released,1997-03-12,Q Productions,140807547.0,90000000,False,False,en,10.675073,US,107.0,1,"They come from different worlds. They fight for different causes. Now, two men from opposite sides of the law are about to go to war.",False,5.9,300.0
24662,Cats Don't Dance,Cats Don't Dance,Released,1997-03-26,Esparza / Katz Productions,3566637.0,32000000,False,False,en,3.406836,US,75.0,2,It's a Jungle Out There!,False,7.1,25.0
18423,B.A.P.S.,B.A.P.S.,Released,1997-03-28,Columbia Pictures,7240837.0,0,False,False,en,1.56098,US,90.0,1,These Pretty Women... Are Clueless!,False,4.2,13.0
6499,Turbo: A Power Rangers Movie,Turbo: A Power Rangers Movie,Released,1997-03-27,David Kirschner Productions,17979739.0,10000000,False,True,en,5.436744999999999,US,99.0,1,The Power Is Back!,False,4.6,60.0
50512,Anna Karenina,Anna Karenina,Released,1997-04-04,Turner Feature Animation,791830.0,35000000,False,False,en,5.660835,US,108.0,1,"In a world of power and privilege, one woman dared to obey her heart.",False,6.4,26.0
12723,Inventing the Abbotts,Inventing the Abbotts,Released,1997-04-04,Island Pictures,5926128.0,0,False,False,en,5.063701,US,110.0,1,"When you want it all but can't have it, there's only one way to handle life... invent it.",False,6.4,43.0
9360,Anaconda,Anaconda,Released,1997-04-11,Twentieth Century Fox Film Corporation,136885767.0,45000000,False,True,en,14.386089000000002,US,89.0,1,When You Can't Breathe You Can't Scream.,False,4.8,624.0
9434,Grosse Pointe Blank,Grosse Pointe Blank,Released,1997-04-11,Saban Entertainment,28084357.0,0,False,False,en,7.556814,US,107.0,1,Even a hit man deserves a second shot.,False,6.9,278.0
118991,Keys to Tulsa,Keys to Tulsa,Released,1997-04-11,Toei Company,57252.0,0,False,False,en,1.3234219999999999,US,113.0,1,Two Men Taken By One Woman,False,4.9,5.0
9611,Romy and Michele's High School Reunion,Romy and Michele's High School Reunion,Released,1997-04-25,St. Tropez Films,29235353.0,0,False,False,en,5.889414,CA,92.0,3,The Blonde Leading The Blonde.,False,6.0,160.0
816,Austin Powers: International Man of Mystery,Austin Powers: International Man of Mystery,Released,1997-05-02,Roger Birnbaum Productions,67683989.0,16500000,False,True,en,11.749158999999999,US,94.0,1,"If he were any cooler, he'd still be frozen, baby!",False,6.5,1033.0
2163,Breakdown,Breakdown,Released,1997-05-02,Touchstone Pictures,50159144.0,36000000,False,False,en,7.926621000000001,US,95.0,1,It could happen to you.,False,6.6,202.0
18,The Fifth Element,The Fifth Element,Released,1997-05-07,Gaumont,263920180.0,90000000,False,False,en,24.30526,US,126.0,3,There is no future without it.,False,7.3,3962.0
1811,Nowhere,Nowhere,Released,1997-05-09,UGC Images,27354.0,0,False,True,en,3.324489,HK,82.0,1,Let the love feast begin.,False,6.3,27.0
60082,Sprung,Sprung,Released,1997-05-14,TriStar Pictures,7553105.0,0,False,False,en,1.511388,US,105.0,1,Way Past Whipped!,False,5.0,7.0
64802,Love! Valour! Compassion!,Love! Valour! Compassion!,Released,1997-05-16,Miramax,2900000.0,2000000,False,False,de,1.7442,FR,108.0,2,Eight men. One summer. Figure it out.,False,5.7,10.0
50850,The Second Jungle Book: Mowgli & Baloo,The Second Jungle Book: Mowgli & Baloo,Released,1997-05-16,Amblin Entertainment,479099.0,0,False,False,en,0.285487,US,88.0,1,,False,3.2,5.0
2058,Addicted to Love,Addicted to Love,Released,1997-05-23,Kouf/Bigelow Productions,34673095.0,0,False,False,en,8.085194,CA,100.0,1,A Comedy About Lost Loves And Last Laughs,False,6.1,112.0
330,The Lost World: Jurassic Park,The Lost World: Jurassic Park,Released,1997-05-23,Runway Pictures Inc,229074524.0,73000000,False,True,en,0.7881229999999999,GB,129.0,1,Something has survived.,False,6.2,2528.0
1701,Con Air,Con Air,Released,1997-06-01,TriStar Pictures,224012234.0,75000000,False,False,en,11.545982,US,115.0,1,They were deadly on the ground; Now they have wings,False,6.5,1289.0
1639,Speed 2: Cruise Control,Speed 2: Cruise Control,Released,1997-06-13,Paramount Pictures,164508066.0,160000000,False,True,en,11.268531,US,121.0,2,"As the stakes get higher, the ride gets even faster.",False,4.1,439.0
49235,Squeeze,Squeeze,Released,1997-06-06,Permut Presentations,10300.0,500000,False,False,en,0.321515,US,95.0,0,Only the strong survive these streets.,False,6.0,1.0
107743,Wedding Bell Blues,Wedding Bell Blues,Released,1996-10-18,Touchstone Pictures,44000.0,0,False,False,en,0.886134,GB,102.0,1,,False,5.5,2.0
415,Batman & Robin,Batman & Robin,Released,1997-06-20,Krane Entertainment,238207122.0,125000000,False,True,en,17.038823999999998,US,125.0,1,Strength. Courage. Honor. And loyalty.,False,4.2,1447.0
11970,Hercules,Hercules,Released,1997-06-26,Universal Pictures,252712101.0,85000000,False,False,en,14.048694,US,93.0,3,Zero to Hero!,False,7.3,1741.0
8874,My Best Friend's Wedding,My Best Friend's Wedding,Released,1997-06-19,South Side Amusement Company,299288605.0,38000000,False,False,en,4.678572,GB,105.0,3,It's about finding the love of your life. And deciding what to do about it.,False,6.4,606.0
266,Contempt,Le Mépris,Released,1963-10-21,First Independent Films,528428.0,900000,False,False,fr,7.543336999999999,US,103.0,4,"More Bold! More Brazen! And Much, Much More Bardot!",False,7.5,138.0
754,Face/Off,Face/Off,Released,1997-06-27,Largo Entertainment,245676146.0,80000000,False,False,en,11.467391000000001,GB,138.0,2,"In order to catch him, he must become him.",False,6.8,1612.0
607,Men in Black,Men in Black,Released,1997-07-02,Across the River Productions,589390539.0,90000000,False,True,en,15.781023999999999,FR,98.0,2,Protecting the Earth from the scum of the universe.,False,6.9,4521.0
17834,A Simple Wish,A Simple Wish,Released,1997-07-11,Impact Pictures,8345056.0,28000000,False,False,en,3.3548690000000003,CA,86.0,1,Anabel made a wish. Murray made a mess,False,5.5,46.0
686,Contact,Contact,Released,1997-07-11,Golar Productions,171120329.0,90000000,False,False,en,14.374866,IT,150.0,1,"If it's just us, it seems like an awful waste of space.",False,7.2,1338.0
4421,G.I. Jane,G.I. Jane,Released,1997-08-22,Pull Down Your Pants Pictures,48169156.0,50000000,False,False,en,9.37934,US,125.0,1,Failure is not an option.,False,6.0,404.0
9387,Conan the Barbarian,Conan the Barbarian,Released,1982-04-02,Todd McFarlane Entertainment,79114085.0,20000000,False,True,en,10.52008,DE,129.0,1,Thief. Warrior. Gladiator. King.,False,6.6,663.0
2142,Cop Land,Cop Land,Released,1997-08-15,Twentieth Century Fox Film Corporation,44862187.0,15000000,False,False,en,9.159310000000001,GB,104.0,1,No One Is Above The Law.,False,6.6,384.0
8413,Event Horizon,Event Horizon,Released,1997-08-15,3 Arts Entertainment,26673242.0,60000000,False,False,en,11.335072,US,96.0,2,Infinite Space - Infinite Terror,False,6.4,752.0
10336,Spawn,Spawn,Released,1997-07-31,Silver Pictures,87840042.0,40000000,False,False,en,11.366417,DE,96.0,1,Born in darkness. Sworn to justice.,False,5.0,344.0
20737,Air Bud,Air Bud,Released,1997-08-01,Warner Bros.,23144499.0,3000000,False,True,en,9.407128,US,98.0,1,He Sits. He Stays. He Shoots. He Scores.,False,5.3,108.0
9413,Picture Perfect,Picture Perfect,Released,1997-08-01,Donner/Shuler-Donner Productions,44332015.0,19000000,False,False,en,4.347079,FR,105.0,2,She was prepared for anything until love stormed in.,False,5.1,114.0
8834,Conspiracy Theory,Conspiracy Theory,Released,1997-08-07,Miramax Films,136982834.0,75000000,False,False,en,14.261798,US,135.0,1,What if your most paranoid nightmares had just come true?,False,6.5,440.0
8854,Steel,Steel,Released,1997-08-15,Columbia Pictures Corporation,1686429.0,16000000,False,False,en,2.890462,US,97.0,1,Heroes don't come any bigger.,False,4.2,49.0
4961,Mimic,Mimic,Released,1997-08-22,Paramount Pictures,25480490.0,30000000,False,True,en,9.128905,US,105.0,2,"For thousands of years, man has been evolution's greatest creation... until now.",False,5.7,255.0
9772,Air Force One,Air Force One,Released,1997-07-25,Regency Enterprises,315156409.0,85000000,False,False,en,12.173291,US,124.0,2,The fate of a nation rests on the courage of one man.,False,6.2,859.0
6072,One Eight Seven,One Eight Seven,Released,1997-07-29,Wolper Organization,5716080.0,20000000,False,False,en,6.476493,US,119.0,2,"When schools become war zones and both sides start taking casualties, what then?",False,6.5,141.0
1669,The Hunt for Red October,The Hunt for Red October,Released,1990-03-02,Warner Bros.,199200000.0,30000000,False,True,en,15.91126,AU,134.0,2,Invisible. Silent. Stolen.,False,7.2,971.0
9433,The Edge,The Edge,Released,1997-09-06,Paramount Pictures,43312294.0,0,False,False,en,15.174973000000001,GB,117.0,3,"They were fighting over a woman when the plane went down. Now, their only chance for survival is each other.",False,6.8,359.0
2118,L.A. Confidential,L.A. Confidential,Released,1997-09-19,Live Entertainment,126216940.0,35000000,False,False,en,10.989442,GB,138.0,1,Everything is suspect... Everyone is for sale... And nothing is what it seems.,False,7.7,1340.0
978,Seven Years in Tibet,Seven Years in Tibet,Released,1997-09-12,Image Organization,131457682.0,70000000,False,False,en,11.483493,US,136.0,1,At the end of the world his real journey began.,False,7.0,644.0
9437,Kiss the Girls,Kiss the Girls,Released,1997-10-03,Pierre David,60527873.0,27000000,False,True,en,12.235391,EC,115.0,2,Smart Girls. Pretty Girls. Missing Girls.,False,6.2,353.0
10351,Wishmaster,Wishmaster,Released,1997-09-19,Popaganda Films,15719109.0,5000000,False,True,en,5.215107,US,90.0,1,Be careful what you wish for.,False,5.6,114.0
2649,The Game,The Game,Released,1997-09-12,Seagal/Nasso Productions,109423648.0,50000000,False,False,en,14.825586999999999,US,129.0,3,What do you get for the man who has everything?,False,7.5,1556.0
14289,Fire Down Below,Fire Down Below,Released,1997-09-05,Illusion Entertainment Group,16000000.0,60000000,False,False,en,7.830989999999999,US,105.0,1,One Man. One Secret. One Chance in Hell.,False,5.0,91.0
10155,U Turn,U Turn,Released,1997-10-03,Phoenix Pictures,6682098.0,19000000,False,False,en,7.923639,US,125.0,1,Expect the Unexpected.,False,6.5,185.0
75250,The Locusts,The Locusts,Released,1997-10-03,Clyde Is Hungry Films,10082.0,0,False,False,en,0.53204,FR,124.0,1,,False,3.8,3.0
68924,The Ice Storm,The Ice Storm,Released,1997-09-27,Miramax Films,8038061.0,18000000,False,False,en,7.146352,US,112.0,1,"It was 1973, and the climate was changing.",False,6.9,181.0
2255,Chasing Amy,Chasing Amy,Released,1997-04-04,Island Pictures,12021272.0,250000,False,False,en,12.311564,CA,113.0,1,It's not who you love. It's how.,False,6.7,441.0
28353,Def Jam's How to Be a Player,How to Be a Player,Released,1997-08-06,Def Pictures,13960203.0,0,False,False,en,0.8838889999999999,FR,93.0,1,,False,5.4,9.0
9427,The Full Monty,The Full Monty,Released,1997-08-13,Channel Four Films,257850122.0,3500000,False,False,en,8.333322,US,91.0,1,The year's most revealing comedy.,False,6.9,372.0
3597,I Know What You Did Last Summer,I Know What You Did Last Summer,Released,1997-10-17,Columbia Pictures Corporation,125586134.0,17000000,False,True,en,7.4171570000000004,US,100.0,1,"If you're going to bury the truth, make sure it stays buried.",False,5.6,698.0
1813,The Devil's Advocate,The Devil's Advocate,Released,1997-10-17,Mandalay Entertainment,152944660.0,57000000,False,False,en,10.920124000000001,US,144.0,6,Evil has its winning ways.,False,7.2,1414.0
12628,Playing God,Playing God,Released,1997-10-17,Regency Enterprises,4000000.0,12000000,False,False,en,9.657642,AU,94.0,3,Joining this deadly underworld was easy. But getting out...deadly!,False,5.6,26.0
33344,The House of Yes,The House of Yes,Released,1997-10-10,Monarchy Enterprises B.V.,626057.0,1500000,False,False,en,3.9743739999999996,US,85.0,1,,False,6.3,30.0
25099,"Fast, Cheap & Out of Control","Fast, Cheap & Out of Control",Released,1997-10-03,Kopelson Entertainment,832735.0,0,False,False,en,2.1177029999999997,CA,83.0,1,,False,8.3,8.0
45019,Washington Square,Washington Square,Released,1997-10-10,Warner Bros.,1.0,0,False,False,en,1.3015729999999999,DE,115.0,2,She must choose between her father's fortune... Or the man she loves.,False,7.4,5.0
782,Gattaca,Gattaca,Released,1997-09-07,Touchstone Pictures,12532777.0,36000000,False,False,en,12.89312,GB,106.0,2,There is no gene for the human spirit.,False,7.5,1846.0
29911,FairyTale: A True Story,FairyTale: A True Story,Released,1997-01-01,Miramax Films,14000000.0,0,False,False,en,3.553746,US,99.0,1,Believe.,False,6.2,25.0
9827,Phantoms,Phantoms,Released,1998-01-23,Caravan Pictures,5624282.0,0,False,False,en,10.754614,GB,91.0,1,For centuries they told us the terror would come from above. We've been looking the wrong way.,False,5.2,110.0
10871,Switchback,Switchback,Released,1997-10-31,Icon Productions,6482195.0,37000000,False,False,en,3.7428239999999997,LU,118.0,1,The hunter becomes the hunted.,False,5.8,52.0
14398,Gang Related,Gang Related,Released,1997-10-08,Miramax Films,5790448.0,0,False,False,en,2.592927,NL,102.0,1,Some cops play by the rules. Their own.,False,6.5,32.0
10890,Stripes,Stripes,Released,1981-06-25,Dimension Films,85300000.0,10000000,False,False,en,11.341505,US,106.0,3,The story of a man who wanted to keep the world safe for democracy...and meet girls.,False,6.5,253.0
1281,Bean,Bean,Released,1997-07-03,Pacific Western,251212670.0,18000000,False,True,en,12.799853,US,85.0,1,One Man. One Masterpiece. One Very Big Mistake.,False,6.3,602.0
9770,Mad City,Mad City,Released,1997-11-07,Orion Pictures,10541523.0,50000000,False,False,en,4.909738,US,114.0,1,One man will make a mistake. The other will make it a spectacle.,False,5.9,81.0
12616,One Night Stand,One Night Stand,Released,1997-11-14,Kouf/Bigelow Productions,2642983.0,24000000,False,False,en,2.8188020000000003,US,102.0,1,Sometimes an entire life can change in just one night.,False,5.7,24.0
11975,The Rainmaker,The Rainmaker,Released,1997-11-18,Working Title Films,45916769.0,40000000,False,False,en,6.6833979999999995,US,135.0,1,They were totally unqualified to try the case of a lifetime... but every underdog has his day.,False,6.7,239.0
4995,Boogie Nights,Boogie Nights,Released,1997-09-11,Warner Bros.,43101594.0,15000000,False,False,en,7.595679,US,155.0,1,"The life of a dreamer, the days of a business, and the nights in between.",False,7.5,812.0
9281,Witness,Witness,Released,1985-02-08,Arnold Kopelson Productions,68706993.0,12000000,False,False,en,10.312016999999999,US,113.0,2,A big city cop. A small country boy. They have nothing in common... but a murder.,False,7.0,390.0
563,Starship Troopers,Starship Troopers,Released,1997-11-06,Paramount Pictures,121214377.0,105000000,False,True,en,14.412644,FR,129.0,1,The only good bug is a dead bug.,False,6.7,1584.0
19931,The Joy Luck Club,The Joy Luck Club,Released,1993-09-08,New Line Cinema,32861136.0,11000000,False,False,en,3.0138599999999998,US,139.0,4,Between every mother and daughter there is a story that must be told.,False,7.1,34.0
10215,Sliding Doors,Sliding Doors,Released,1998-04-23,Lawrence Gordon Productions,58000000.0,6000000,False,False,en,9.7866,US,99.0,1,What if one split second sent your life in two completely different directions?.,False,6.6,363.0
9823,Mortal Kombat: Annihilation,Mortal Kombat: Annihilation,Released,1997-11-21,Paramount Pictures,51376861.0,30000000,False,True,en,6.532498,US,95.0,1,"The world was created in six days, so too shall it be destroyed and on the seventh day mankind will rest... in peace",False,3.8,225.0
37165,The Truman Show,The Truman Show,Released,1998-06-04,TriStar Pictures,264118201.0,60000000,False,False,en,13.155901,US,103.0,1,On the air. Unaware.,False,7.8,4702.0
38904,Mrs. Dalloway,Mrs. Dalloway,Released,1997-09-01,Big Bug Pictures,3309421.0,0,False,False,en,1.335544,US,97.0,1,,False,5.4,7.0
4824,The Jackal,The Jackal,Released,1997-11-14,Miramax Films,159330280.0,60000000,False,False,en,11.131917,US,124.0,2,How do you stop an assassin who has no identity?,False,6.1,536.0
9444,Anastasia,Anastasia,Released,1997-11-20,Intermedia Films,139804348.0,53000000,False,False,en,11.911173,IT,94.0,3,Discover the Adventure Behind the Greatest Mystery of Our Time.,False,7.4,1481.0
9414,The Man Who Knew Too Little,The Man Who Knew Too Little,Released,1997-11-14,Mirage Enterprises,13801755.0,20000000,False,False,en,4.827771,US,97.0,1,"He’s on a mission so secret, even he doesn’t know about it.",False,6.5,126.0
8078,Alien: Resurrection,Alien: Resurrection,Released,1997-11-12,New Line Cinema,162000000.0,70000000,False,True,en,15.57784,GB,109.0,1,It's already too late.,False,5.9,1388.0
11831,Amistad,Amistad,Released,1997-12-03,Paramount Pictures,74000000.0,36000000,False,False,en,2.263584,US,155.0,2,Freedom is not given. It is our right at birth. But there are some moments when it must be taken.,False,6.8,324.0
2639,Deconstructing Harry,Deconstructing Harry,Released,1997-08-26,Marubeni,10686841.0,20000000,False,False,en,6.280515,FR,96.0,1,Harry Block has written a best seller... bout his best friends... he revealed their deepest secrets... and they're not pleased... now Harry Block is going to Hell...,False,7.3,188.0
9574,Flubber,Flubber,Released,1997-11-26,Tele München Fernseh Produktionsgesellschaft (TMG),177977226.0,80000000,False,False,en,7.016942,US,93.0,1,Catch it if you can!,False,5.3,707.0
10371,For Richer or Poorer,For Richer or Poorer,Released,1997-12-11,Alphaville Films,31611225.0,35000000,False,False,en,8.412203,IE,115.0,1,,False,5.6,43.0
489,Good Will Hunting,Good Will Hunting,Released,1997-12-05,British Broadcasting Corporation (BBC),225933435.0,10000000,False,False,en,15.064832999999998,US,126.0,1,"Some people can never believe in themselves, until someone believes in them.",False,7.9,2880.0
9714,Home Alone 3,Home Alone 3,Released,1997-12-12,Twentieth Century Fox Film Corporation,79082515.0,32000000,False,True,en,8.04209,US,102.0,2,Ready for more. Much more.,False,5.1,632.0
8197,Midnight in the Garden of Good and Evil,Midnight in the Garden of Good and Evil,Released,1997-11-21,The Big Gun Project,25105255.0,35000000,False,False,en,5.145907,CA,155.0,1,,False,6.3,161.0
6283,MouseHunt,MouseHunt,Released,1997-12-19,Little Wolf Entertainment,122417389.0,38000000,False,False,en,6.456233,US,98.0,1,Who's hunting who?,False,6.2,297.0
4233,Scream 2,Scream 2,Released,1997-12-09,Warner Bros.,172363301.0,24000000,False,True,en,11.264845,US,120.0,1,Someone has taken their love of sequels one step too far.,False,6.1,856.0
10217,The Sweet Hereafter,The Sweet Hereafter,Released,1997-05-14,Brandywine Productions,3263585.0,5000000,False,False,en,6.002992,US,112.0,2,There is no such thing as the simple truth.,False,6.8,108.0
597,Titanic,Titanic,Released,1997-11-18,Fine Line Features,1845034188.0,200000000,False,False,en,26.88907,US,194.0,6,Nothing on Earth could come between them.,False,7.5,7770.0
